,text
1112,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/G2BDEE5IdC"
1113,"RT : #Webinar 
How to Help Children, Teenagers and Young Adults Cope with the Anxiety of the COVID-19 Pandemic ( )
20 J…"
1114,"Help for experiencing #anxiety during the #pandemic.
#MentalHealth JF
https://t.co/0owKXOuhfB"
1115,"RT : Our newest brief on COVID, food access, &amp; health outcomes is now available. 
We were struck by the impact COVID-19 is having…"
1116,"RT : Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/aRV6Ox4…"
1117,"#Webinar 
How to Help Children, Teenagers and Young Adults Cope with the Anxiety of the COVID-19 Pandemic (… https://t.co/34VzENxukR"
1118,"Masks, quarantine, COVID-19 testing, fear, depression and anxiety are just a few words that come to mind from Unive… https://t.co/Kw8gVJ5lzq"
1119,"RT : Our newest brief on COVID, food access, &amp; health outcomes is now available. 
We were struck by the impact COVID-19 is having…"
1120,"RT : Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/aRV6Ox4…"
1121,It is understandable that many are just anxious about getting vaccinate. By answering questions about the vaccine a… https://t.co/AN5j4mPaK5
1122,"As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are… https://t.co/ogAVXCaaxO"
1123,"RT : Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/aRV6Ox4…"
1124,"RT : Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/aRV6Ox4…"
1125,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/aRV6Ox4yxc"
1126,"RT : On January 24, join Sunnybrook experts for a virtual talk on Maintaining Wellness during the COVID-19 Pandemic.

Topics:
➡️…"
1127, You need to stop worrying because anxiety is negative to your health. You should just wear a mask w… https://t.co/KAciWQTKpQ
1128,"RT : NEW: Starbucks is no longer requiring its U.S. workers to be vaccinated against COVID-19, reversing a policy it announce…"
1129,"Our Town Hall speakers remind us that #griefcounseling, communal support, and recognition of pain and #anxiety will… https://t.co/gLNhwCLMH0"
1130,"RT : It’s been a tough couple of years for everyone, and nationwide we’re seeing more kids with generalized anxiety related…"
1131,Great article on ways of identifying and dealing with COVID-19 related anxiety in youth! https://t.co/kVYb4Xa7sP
1132,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1133,"RT : As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are struggling…"
1134,Worries and anxiety about COVID-19 and its impact can be overwhelming. Social distancing makes it even more challen… https://t.co/D1cKyoPsJY
1135,"RT : Of note today:

-Restrictions will loosen soon but it will be a slow process.
-Federal NDP opposes a vax tax.
-A new stu…"
1136,"Over the past couple of years, many of us have experienced feelings of stress, anxiety, and depression. To schedule… https://t.co/5GcXNfXgA3"
1137,Covid-19 is one of the major reasons of depression and anxiety disorders to Human globally. The Lancet study showed… https://t.co/Z6QWA2eKNn
1138,"Status: Running exclusively on caffeine, anxiety and hate for COVID-19… 😡"
1139,"RT : Autistic pupils will be among those missing from school. Even before the pandemic, school was too often a hostile plac…"
1140,"RT : Autistic pupils will be among those missing from school. Even before the pandemic, school was too often a hostile plac…"
1141,"RT : Our newest brief on COVID, food access, &amp; health outcomes is now available. 
We were struck by the impact COVID-19 is having…"
1142,Today we learned some important facts about COVID-19 and how we can slow transmission. Followed by me providing a t… https://t.co/3dPzjzdRDN
1143,"Coping with anxiety around COVID-19 uncertainty via  
 https://t.co/eRhe4WBbT1"
1144,"NPs and PAs, how are you faring during the Omicron surge? Are you experiencing insomnia, depression, anxiety, panic… https://t.co/Lg85v1DGWh"
1145,"Our newest brief on COVID, food access, &amp; health outcomes is now available. 
We were struck by the impact COVID-19… https://t.co/uTlbeUR3p4"
1146,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1147,"RT : 说广东话的人都看过来! If you’re struggling with anxiety or grief, you’re not alone.

Today  +  will share mental…"
1148,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1149,"RT : On January 24, join Sunnybrook experts for a virtual talk on Maintaining Wellness during the COVID-19 Pandemic.

Topics:
➡️…"
1150,"RT : #Webinar 
How to Help Children, Teenagers and Young Adults Cope with the Anxiety of the COVID-19 Pandemic ( )
20 J…"
1151,"The COVID-19 pandemics’ negative impacts have been seen specifically in children, as the stress of remote learning… https://t.co/zLOYk3sNpe"
1152,"RT : Autistic pupils will be among those missing from school. Even before the pandemic, school was too often a hostile plac…"
1153,"""A study surveying college students during the 2020 school year found that 71% of respondents felt a higher level o… https://t.co/kUbMrGw6iS"
1154,"RT : Autistic pupils will be among those missing from school. Even before the pandemic, school was too often a hostile plac…"
1155,"RT : #Webinar 
How to Help Children, Teenagers and Young Adults Cope with the Anxiety of the COVID-19 Pandemic ( )
20 J…"
1156,"There were 10 deaths that occurred during the trial, but all involved patients in the placebo group, the company sa… https://t.co/eDTwjlPd8U"
1157,"RT : Of note today:

-Restrictions will loosen soon but it will be a slow process.
-Federal NDP opposes a vax tax.
-A new stu…"
1158,"RT : Autistic pupils will be among those missing from school. Even before the pandemic, school was too often a hostile plac…"
1159,"#Webinar 
How to Help Children, Teenagers and Young Adults Cope with the Anxiety of the COVID-19 Pandemic (… https://t.co/3oFmJ8KDej"
1160,"Autistic pupils will be among those missing from school. Even before the pandemic, school was too often a hostile p… https://t.co/IjZ8udi8jK"
1161,"RT : On January 24, join Sunnybrook experts for a virtual talk on Maintaining Wellness during the COVID-19 Pandemic.

Topics:
➡️…"
1162,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1163,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1164,"As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, our very own Dr. Mona Amin sh… https://t.co/57phfnbVKS"
1165,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1166,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1167,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1168,"RT : 说广东话的人都看过来! If you’re struggling with anxiety or grief, you’re not alone.

Today  +  will share mental…"
1169,"RT : 说广东话的人都看过来! If you’re struggling with anxiety or grief, you’re not alone.

Today  +  will share mental…"
1170,"RT : As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are struggling…"
1171,"""...anxiety, worry, expectation &amp; misattributing other illnesses or sensations to the vaccine may be behind many in… https://t.co/kuy1R3oqsF"
1172,"On January 24, join Sunnybrook experts for a virtual talk on Maintaining Wellness during the COVID-19 Pandemic.

To… https://t.co/x2sfK2XMoP"
1173,"As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are… https://t.co/9GtBgFoQTy"
1174,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1175,"I got pinged today (tested negative), it’s day three of being back to teaching in person.

It feels really risky an… https://t.co/JZhpZ97Ao9"
1176,"""During those months, I repeatedly asked for help and did not feel heard or cared for.”

""COVID-19 intensified anxi… https://t.co/JHuzWQMrht"
1177,"With the COVID-19 cases surging, the avalanche of information from society has provoked a great deal of anxiety for… https://t.co/Z6Ih3jLfRn"
1178,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1179,Doctor and mom shares tips for parents to reduce COVID-19 anxiety https://t.co/FrpxmFJGKJ
1180,"Months in fear, anxiety and confusion: the life of people with disabilities in COVID-19 https://t.co/sO6FQjhZhB"
1181,"说广东话的人都看过来! If you’re struggling with anxiety or grief, you’re not alone.

Today  +  will share men… https://t.co/WulgBXsBte"
1182,"Folks, if you're a single Guy or Girl today who's meeting up with that special someone after finally overcoming the… https://t.co/vAo13Q7AjG"
1183,"Hummmm??? no MD, depression, anxiety, can't see own MD????

Researchers examine why Ontario ER visits spike when CO… https://t.co/Vs5dvFT0KN"
1184,RT : Lots of excited kids lining up outside of Lord Dufferin Public school for the first day of class since before the Christmas…
1185,RT : Lots of excited kids lining up outside of Lord Dufferin Public school for the first day of class since before the Christmas…
1186,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1187,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1188,Lots of excited kids lining up outside of Lord Dufferin Public school for the first day of class since before the C… https://t.co/64El1OtclR
1189,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1190,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1191,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1192,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1193,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1194,"RT : As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin shares her advice…"
1195,"As parents’ anxiety grows amid an increase in positive COVID-19 cases among children, pediatrician Dr. Mona Amin sh… https://t.co/QtqyY9fpFG"
1196,"RT : As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are struggling…"
1197,"To support your mental health as the pandemic continues, we've compiled helpful resources from our team of experts… https://t.co/hr4i7eDndK"
1198,"Stress, anxiety, insomnia. Senior Pastor Daniel Khong of  shares how church transition, COVID-19 and critici… https://t.co/BR86IdCo45"
1199,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1200,"As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are… https://t.co/ePN3iuXCkS"
1201,"As Texas universities and colleges begin a fifth semester during the COVID-19 pandemic, many students say they are… https://t.co/jsvWu39o0L"
1202,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1203,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1204,"Of note today:

-Restrictions will loosen soon but it will be a slow process.
-Federal NDP opposes a vax tax.
-A ne… https://t.co/AhbT2GwPTL"
1205,"The Covid-19 Social Study, led by , found that levels of depression and anxiety rose sharply over December in t… https://t.co/JUz99EUDCY"
1206,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/bnYteRYCzg"
1207,"RT : Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symptoms…"
1208,SOUND OFF RED 🔴 PRODUCTIONS…COVID Depression / Anxiety 1/19/22 https://t.co/6J9lq32K0S
1209,"Anxiety mounts as feds temporarily ban flights from India, Pakistan amid soaring COVID-19 case counts | CBC News https://t.co/XiSOOUdAqg"
1210,"UKGMT —   UK children pick 'anxiety' as their word of 2021 ... given the impact of Covid-19 on education, and conce… https://t.co/S8znLxhNA5"
1211,"Be gentle with yourself...

#drlizmatheis #covid_19 #mentalhealthawareness #mentalhealth #education… https://t.co/4ZLgtaoofg"
1212,"New Post: Pakistan resists Covid lockdown as economic anxiety mounts – Financial Times https://t.co/wIVf8DFfZu 
.… https://t.co/jEIfjKQsDJ"
1213,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1214,RT : Ultra-processed and fresh food consumption and symptoms of anxiety and depression during the COVID – 19 pandemic: COVID…
1215,"RT : Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symptoms…"
1216,"RT : Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/N9SQ…"
1217,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1218,Reconnect: a 6-week programme running for young people from the age of 13-25 who may be experiencing anxiety or low… https://t.co/DtwxCwMhU8
1219,Reconnect: a 6-week programme running for young people from the age of 13-25 who may be experiencing anxiety or low… https://t.co/VIeR6jEo0t
1220,Reconnect: a 6-week programme running for children and young people from the age of 13-25 who may be experiencing a… https://t.co/xQl5uvMeXs
1221,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1222,"RT : Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symptoms…"
1223,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/75neigrPp7"
1224,"RT : Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symptoms…"
1225,"RT : Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symptoms…"
1226,"RT : Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/N9SQ…"
1227,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/N9SQR7ZgPL"
1228,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1229,"RT : Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symptoms…"
1230,"RT : Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symptoms…"
1231, Definitely need to go to the hospital to get that pain checked out even if the place has loads of CO… https://t.co/qwNStwHzpK
1232,"RT : Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symptoms…"
1233,"Startschuss für Psilocybin-Studie

Small study of whether psilocybin-assisted psychotherapy can help alleviate symp… https://t.co/vBOnAnlasL"
1234,"RT : Science disinformers know deniers are scared of being scared. 
Deniers are scared of COVID-19 and climate change. 
Disi…"
1235,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse… https://t.co/23HaeORdEP"
1236,"RT : Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone is dealin…"
1237,"Due to Covid-19, People are not Okay.
If you are a manager or supervisor of people, please remember that everyone i… https://t.co/TAcPW9FZBf"
1238,"RT : What did #Jung mean by “#psychic #epidemic” and “psychic danger”? #Mass hysteria, “#mental #contagions” in situations when m…"
1239,"RT : If the idea of getting 'back to normal' is causing worry for you, there are lots of ways to make this time easier. 

Visit…"
1240,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/fooOqDN3fY"
1241,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/HppWEUNS5b"
1242,"How to look after your mental health if you’re at home with Covid-19
https://t.co/2zannIM2RL"
1243,How to look after your mental health if you’re at home with Covid-19 https://t.co/wxaC3St0Rq
1244,"RT : When living in a time of great uncertainty and threat, it can be difficult to remember and practice simple strategies to…"
1245,"RT : When living in a time of great uncertainty and threat, it can be difficult to remember and practice simple strategies to…"
1246,"When living in a time of great uncertainty and threat, it can be difficult to remember and practice simple strategi… https://t.co/yq4UwTFHCu"
1247,"Chronic staff shortages, 2am starts and extreme anxiety: inside a Coles supermarkets supply warehouse https://t.co/7daj8vI0YP"
1248,"Having Depression and Anxiety as a result of
VIETNAM, I know that COVID-19 and its related
effects have increased those very much."
1249,UKD — UK children pick 'anxiety' as their word of 2021: UK children pick 'anxiety' as their word of 2021 ... given… https://t.co/Cu4WbZIeq1
1250,"RT : These past 2 weeks have been some of the most anxiety inducing times in recent memory for me, this ends with the unfortuna…"
1251,"RT : Science disinformers know deniers are scared of being scared. 
Deniers are scared of COVID-19 and climate change. 
Disi…"
1252,"RT : These past 2 weeks have been some of the most anxiety inducing times in recent memory for me, this ends with the unfortuna…"
1253,"RT : These past 2 weeks have been some of the most anxiety inducing times in recent memory for me, this ends with the unfortuna…"
1254,"RT : Science disinformers know deniers are scared of being scared. 
Deniers are scared of COVID-19 and climate change. 
Disi…"
1255,"Science disinformers know deniers are scared of being scared. 
Deniers are scared of COVID-19 and climate change.… https://t.co/mugB9dHgky"
1256,"These past 2 weeks have been some of the most anxiety inducing times in recent memory for me, this ends with the un… https://t.co/S8NBdpGJWB"
1257,"RT : ""Anxiety Levels Among Physician Mothers During the COVID-19 Pandemic""    , Hala…"
1258,"RT : In our monthly newsletter, we share advice on:
➕ Managing Anxiety Around Contracting COVID-19
➕ Managing Your Mental Healt…"
1259,"RT : In our monthly newsletter, we share advice on:
➕ Managing Anxiety Around Contracting COVID-19
➕ Managing Your Mental Healt…"
1260,"Gosh, “pupils aged between 7 &amp; 14 yrs old chose 3 words to describe how they felt during Covid-19 which were:  
1.A… https://t.co/w4jhuYJO7w"
1261,"RT : ""Anxiety Levels Among Physician Mothers During the COVID-19 Pandemic""    , Hala…"
1262,"New Post: Pakistan resists Covid lockdown as economic anxiety mounts – Financial Times https://t.co/wIVf8DFfZu 
.… https://t.co/kCEIibfIxf"
1263,"RT : 2/3
MOST COMMON PEDIATRIC COMORBIDITIES FOR COVID-19
1.  asthma (10.2%)
2. neurodevelopmental disorders (3.9%)
3. anxiety/f…"
1264,'Anxiety' voted children's word of the year after months of stress over school closures amid Covid https://t.co/DULkzryIEr
1265,Anxiety and Depression has affect millions of people. With Covid-19 there has been a huge impact with mental health… https://t.co/SldiaaJe0y
1266,"RT : ""Anxiety Levels Among Physician Mothers During the COVID-19 Pandemic""    , Hala…"
1267," In other news, pandemic also leads to adverse mental health outcomes among youth athletes. tl;dr this… https://t.co/vtSq6ayLzx"
1268,"In our monthly newsletter, we share advice on:
➕ Managing Anxiety Around Contracting COVID-19
➕ Managing Your Menta… https://t.co/GlW1Qag0PR"
1269,"RT : ""Anxiety Levels Among Physician Mothers During the COVID-19 Pandemic""    , Hala…"
1270," No idea where you live, but exemption from Covid-19 vaccination is given to people who have contradi… https://t.co/ALS9062wIS"
1271,"""Anxiety Levels Among Physician Mothers During the COVID-19 Pandemic""   … https://t.co/LOg2rItSbg"
1272,"RT : It's like walking on eggshells this whole Covid-19 issue. Just when you want to have everything done in May, boom, Omicron…"
1273,"It's like walking on eggshells this whole Covid-19 issue. Just when you want to have everything done in May, boom,… https://t.co/HVUCIuy8WW"
1274,RT : New open access paper on depression and anxiety among Australian gay and bisexual men during COVID-19 restrictions using F…
1275,"RT : We're not quite out of it, are we? If you're suffering from pandemic fatigue or anxiety, check out the wonderful resources EFT…"
1276,"RT : COVID-19's economic impact has had serious mental health consequences for many men - who have been in a prolonged ""cri…"
1277,"We're not quite out of it, are we? If you're suffering from pandemic fatigue or anxiety, check out the wonderful re… https://t.co/AW2TH8AOmU"
1278,"RT : “Pregnancy is a stressful, anxiety-laden time. We are all trying to muddle through to do the right thing. But having the COVID…"
1279,"2/3
MOST COMMON PEDIATRIC COMORBIDITIES FOR COVID-19
1.  asthma (10.2%)
2. neurodevelopmental disorders (3.9%)
3. a… https://t.co/Teu11Mwk3F"
1280,"“Pregnancy is a stressful, anxiety-laden time. We are all trying to muddle through to do the right thing. But havin… https://t.co/jj4cbUnUZt"
1281,"Also not allowed: A student who is so anxiety-ridden, or has comorbidities that would make COVID-19 infection riski… https://t.co/6QDWq0DOgD"
1282,"Latino &amp; Black families with children are most likely to have experienced 3+ hardships during #COVID19, including u… https://t.co/zdQZjerQzz"
1283,Growing opposition to another round of stimulus payments for COVID-19 relief reflects the public's concern over nat… https://t.co/ACfejDGioh
1284,RT :   What many folks don’t realize is one in three patients had at least one symptom three to six m…
1285,  What many folks don’t realize is one in three patients had at least one symptom three t… https://t.co/J4SiINln3J
1286,"COVID-19 more common in people reporting stress, anxiety, and depression, study finds.  #COVID19 #mentalhealth… https://t.co/HPAQmd1EOZ"
1287,"RT : Schwab recognized that,

The spread of infectious diseases has a unique ability to fuel fear, anxiety and mass hysteria.
– S…"
1288,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1289,"New Research: Anxiety, Depression, and Satisfaction With Life Among College Students in China: Nine Months After In… https://t.co/5cnmvDL3fh"
1290,RT : Covid-19 anxiety peaks for asylum seeker sleeping rough https://t.co/ba17bJyB1T Access to rapid antigen tests must be m…
1291,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1292,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1293,Covid-19 anxiety peaks for asylum seeker sleeping rough https://t.co/ba17bJyB1T Access to rapid antigen tests must… https://t.co/tZKM79aYS2
1294,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1295,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1296,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1297,"RT : Its funny how everyone cared about the mental health of us students when it came to getting us in the classroom, but nobody…"
1298,Ultra-processed and fresh food consumption and symptoms of anxiety and depression during the COVID – 19 pandemic: C… https://t.co/8N4QVRulTW
1299,https://t.co/7P2A9n7MpO  Mass  psychosis is telling you that you have mass psychosis. Saying that many people who r… https://t.co/wk3JWdTbmZ
1300,"RT :    Thanks to Joe Biden FREE at-home Covid-19 tests help relieve unnecessary anxiety,…"
1301,   Thanks to Joe Biden FREE at-home Covid-19 tests help relieve unnecessary anxiet… https://t.co/TavHI6bInr
1302,These are busy times for pharmacies. The increased workload due to Covid-19 and heightened anxiety of patients can… https://t.co/SAYtymFZob
1303,A lot of workers and managers are struggling as we head into the third year of the COVID-19 pandemic. Learn what an… https://t.co/jjFFgrUjWP
1304,"RT : Just one RT can save so many sufferings anxiety of #VaccineSideEffects
#CovidisAirbornePH
&amp; Aerosol humidity controlling…"
1305,"RT : COVID-19's economic impact has had serious mental health consequences for many men - who have been in a prolonged ""cri…"
1306,"COVID-19's economic impact has had serious mental health consequences for many men - who have been in a prolonged ""… https://t.co/Ntrnq7IKvo"
1307,"Just one RT can save so many sufferings anxiety of #VaccineSideEffects
#CovidisAirbornePH
&amp; Aerosol humidity contro… https://t.co/n5BrvWllDW"
1308,"Congrats to  on 1st authoring &amp; clinical faculty Dr. Molock on their recent publication: ""Comparison of… https://t.co/n5TMHaQ8cY"
1309,"RT : Interpretation 10/10

The response to the COVID-19 pandemic has largely ignored a worsening mental health crisis that includ…"
1310,RT : Addiction recovery and mental health experts share strategies on how to ward of anxiety and depression as the COVID-19…
1311,"New Research: Trends and Factors Associated With Risk Perception, Anxiety, and Behavior From the Early Outbreak Per… https://t.co/QU9TA6RET6"
1312,"RT : Interpretation 10/10

The response to the COVID-19 pandemic has largely ignored a worsening mental health crisis that includ…"
1313,"In 2020, nearly 40% of construction workers who used prescription opioids in the past year suffered from self-repor… https://t.co/UgO2vATM6B"
1314,"COVID-19's economic impact has had serious mental health consequences for many men - who have been in a prolonged ""… https://t.co/bD7SuUIWf0"
1315,"COVID-19's economic impact has had serious mental health consequences for many men - who have been in a prolonged ""… https://t.co/jQpO8ZJAkF"
1316,"RT : “Masks provide a false sense of security and heightened sense of anxiety.

They’re doing more harm than good.”

https://…"
1317,"RT : Interpretation 10/10

The response to the COVID-19 pandemic has largely ignored a worsening mental health crisis that includ…"
1318," This is like one of those shitty TV drug commercials: “for a reprieve from anxiety, take Covid 19. Side ef… https://t.co/6wbxReJ2il"
1319,"RT : It’s been a tough couple of years for everyone, and nationwide we’re seeing more kids with generalized anxiety related…"
1320,  I wouldn't wear an N95 all day. It's not comfortable and I'm vaxxed. I was only suggestin… https://t.co/pjporZVNCt
1321,"RT : In a new study, anxious people rated memes about the Covid-19 pandemic as funnier and more shareable. The authors sugge…"
1322,"Long Covid-19 symptoms that no one is talking about; signs to watch out for

Apart from that, other symptoms of lon… https://t.co/CB0ceqrjBO"
1323,"RT : In a new study, anxious people rated memes about the Covid-19 pandemic as funnier and more shareable. The authors sugge…"
1324,RT : COVID-19 has impacted our physical and mental health. A recent study found that patients who had COVID-19 showed increased…
1325,COVID-19 has impacted our physical and mental health. A recent study found that patients who had COVID-19 showed in… https://t.co/jSfjfrOtYW
1326,"Helping your child during Covid-19 (Part 2)
#tcts #tctshow #mentalhealth #COVID19 #homeschool  #anxiety #depression 
https://t.co/5tIdTyIXtc"
1327,Relieve your anxiety with COVID-19! Can’t worry about death when you’re already dead! https://t.co/mnJhrek26E
1328,"RT : So interesting and relevant!
#humor and #sarcasm as #coping strategies against #covid-19 #anxiety and #depression, aweso…"
1329,"RT : Ok so the vaccine does not slow the spread, it does not reduce severity of symptoms?

then what the fuck does it do? Make you…"
1330,EI training is among the most effective ways to cope with COVID-19 related anxiety. Want to deal with the situation… https://t.co/583mNyKAiN
1331,"With one–in–six workers reported to be affected by conditions, such as anxiety, depression and stress, now for the… https://t.co/imXcyRoLvK"
1332,"Having at least one #COVID-19 #vaccine dose was associated with significantly lower risk of respiratory failure, IC… https://t.co/gasEeSPumV"
1333,RT : Consumer confidence about eating and drinking out remains high despite the spread of the Omicron variant. Operators' effo…
1334,"In a new study, anxious people rated memes about the Covid-19 pandemic as funnier and more shareable. The authors s… https://t.co/wJf6w3wmAZ"
1335,"Results from research by Mates in Mind and IES, show that 1/3 of self-employed construction workers are living with… https://t.co/ceX29qvXjZ"
1336," I think carbohydrates in the body,acidic levels,fat cells,smoking anything or alcoholic beverage i… https://t.co/kRbxz1Xehe"
1337,"Anxiety disorder due to Covid-19
HANOI - The whole family of 5 has Covid-19, especially the father has to be hospit… https://t.co/Fj1YsLv09U"
1338,RT : Consumer confidence about eating and drinking out remains high despite the spread of the Omicron variant. Operators' effo…
1339,RT : Consumer confidence about eating and drinking out remains high despite the spread of the Omicron variant. Operators' effo…
1340,Consumer confidence about eating and drinking out remains high despite the spread of the Omicron variant. Operators… https://t.co/iM7xUrlrq2
1341,RT : Students in Prince George’s are set to return to class for in-person learning Tuesday for the first time since before Ch…
1342,RT : Students in Prince George’s are set to return to class for in-person learning Tuesday for the first time since before Ch…
1343,RT : Students in Prince George’s are set to return to class for in-person learning Tuesday for the first time since before Ch…
1344,"Even with the recent Omicron-fueled surge of coronavirus cases, family travel is rebounding in a big way in the U.S… https://t.co/2FtiPCsmP2"
1345,Students in Prince George’s are set to return to class for in-person learning Tuesday for the first time since befo… https://t.co/bsTSWOFjKI
1346,"yno what's really fun

feeling like I cant breathe bc of anxiety 24/7 

during the COVID-19 pandemic"
1347,"Interpretation 10/10

The response to the COVID-19 pandemic has largely ignored a worsening mental health crisis th… https://t.co/SxBCSpCwZp"
1348,"RT : KidsAbility staff volunteered their time this weekend, supporting COVID-19 vaccinations for children with needle anxiety/g…"
1349,Youth mental health is a priority (https://t.co/rdgXXxvkEM). Mental health-related emergency department visits are… https://t.co/Wno2F7PObS
1350,"Effects of the COVID-19 Pandemic on Turkish Ophthalmologists

You can see the free full text of the research by Işı… https://t.co/fpHKxdTbn3"
1351,"Covid-19: obese people, between anxiety and isolation https://t.co/6pg4UqXcIa"
1352,Emotional intelligence training can help us manage COVID-19 anxiety https://t.co/CcudXeK8OJ
1353,"RT : What were your experiences during covid??
My experiences: got borderline personality disorder, social anxiety just worsened…"
1354,"What were your experiences during covid??
My experiences: got borderline personality disorder, social anxiety just… https://t.co/7yZ551TbAQ"
1355,"RT : In other news, my mother and I are doing great. Honestly y'all, the toughest thing about having COVID-19 is the anxiety…"
1356,"RT : A brief, single-session, online-guided interaction with a dog – whether training or playing with them – can confer short-…"
